applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,0,2,83,54,50,2,189
100001,0,4,81,55,51,1,188
100002,0,4,76,60,51,0,187
100003,0,3,60,66,50,10,186
100004,0,4,67,59,50,9,185
100005,0,4,65,59,52,8,184
100006,0,3,65,60,51,7,183
100007,0,2,63,62,51,6,182
100008,0,1,59,64,53,5,181
100009,1,4,77,96,91,5,269
100010,1,3,100,89,75,4,268
100011,1,2,80,90,94,3,267
100012,0,2,63,56,57,4,180
100013,0,3,58,51,67,3,179
100014,1,1,100,99,65,2,266
100015,0,3,65,59,52,2,178
100016,0,4,75,51,50,1,177
100017,0,1,54,68,54,0,176
100018,0,3,58,55,52,10,175
100019,0,1,57,58,50,9,174
100020,0,3,55,52,58,8,173
100021,0,2,62,52,51,7,172
100022,0,4,54,56,55,6,171
100023,0,3,50,54,61,5,170
100024,0,1,65,50,50,4,169
100025,0,4,56,57,52,3,168
100026,0,2,61,52,52,2,167
100027,0,2,61,54,50,1,166
100028,0,4,51,57,57,0,165
100029,0,4,52,52,50,10,164
100030,0,2,52,51,51,9,163
100031,0,3,51,52,51,8,162
100032,0,3,54,50,50,7,161
100033,0,4,54,50,50,6,160
100034,0,2,53,51,50,6,160
100035,0,3,50,54,50,6,160
100036,0,1,52,52,50,6,160
100037,0,2,54,50,50,6,160
100038,0,1,53,50,51,6,160
100039,0,1,54,50,50,6,160
100040,0,1,53,51,50,6,160
100041,0,3,50,52,52,6,160
100042,0,3,53,51,50,6,160
100043,0,4,52,51,51,6,160
100044,0,4,53,50,51,6,160
100045,1,1,99,100,65,1,265
100046,0,3,51,53,50,6,160
100047,0,1,52,50,52,6,160
100048,0,3,54,50,50,6,160
100049,0,1,51,53,50,6,160
100050,0,3,54,50,50,6,160
100051,0,2,53,51,50,6,160
100052,0,2,53,51,50,6,160
100053,0,2,53,50,51,6,160
100054,0,4,52,52,50,6,160
100055,0,4,53,51,50,6,160
100056,0,2,53,51,50,6,160
100058,0,4,53,50,51,6,160
100059,1,1,93,90,81,0,264
100060,0,1,54,50,50,6,160
100061,0,3,53,50,51,6,160
100062,0,4,53,51,50,6,160
100063,0,4,51,53,50,6,160
100064,0,1,53,51,50,6,160
100065,0,2,52,52,50,6,160
100066,0,1,53,51,50,6,160
100067,0,2,51,53,50,6,160
100068,1,1,73,100,80,10,263
100069,0,3,52,52,50,6,160
100070,0,1,54,50,50,6,160
100071,0,2,54,50,50,6,160
100072,0,4,52,52,50,6,160
100073,0,3,54,50,50,6,160
100074,0,4,51,52,51,6,160
100075,0,4,53,50,51,6,160
100076,0,3,54,50,50,6,160
100077,0,4,53,51,50,6,160
100078,0,1,54,50,50,6,160
100079,0,1,50,54,50,6,160
100080,0,4,54,50,50,6,160
100081,0,4,51,53,50,6,160
100082,0,3,53,50,51,6,160
100083,0,1,54,50,50,6,160
100084,0,3,51,53,50,6,160
100085,0,4,52,52,50,6,160
100086,0,4,51,53,50,6,160
100087,0,3,52,51,51,6,160
100088,0,1,51,53,50,6,160
100089,0,2,51,53,50,6,160
100090,0,3,50,54,50,6,160
100091,0,3,52,51,51,6,160
100092,0,2,53,51,50,6,160
100093,0,4,54,50,50,6,160
100094,0,1,54,50,50,6,160
100095,0,2,53,51,50,6,160
100096,0,1,52,51,51,6,160
100097,0,3,53,51,50,6,160
100098,0,1,51,51,52,6,160
100099,1,1,74,95,84,9,262
100100,0,2,54,50,50,6,160
100101,0,3,54,50,50,6,160
100102,0,1,53,50,51,6,160
100103,0,3,51,50,53,6,160
100104,0,1,51,53,50,6,160
100105,0,3,50,53,51,6,160
100106,0,1,51,50,53,6,160
100107,0,3,54,50,50,6,160
100108,0,3,51,51,52,6,160
100109,0,1,52,51,51,6,160
100110,0,3,51,51,52,6,160
100111,0,3,51,53,50,6,160
100112,0,1,54,50,50,6,160
100113,0,1,51,51,52,6,160
100114,0,2,51,51,52,6,160
100115,0,3,52,52,50,6,160
100116,0,3,51,50,53,6,160
100117,0,2,52,52,50,6,160
100118,1,1,72,100,81,8,261
100119,0,4,51,52,51,6,160
100120,0,3,54,50,50,6,160
100121,0,4,54,50,50,6,160
100122,0,4,51,51,52,6,160
100123,0,2,53,51,50,6,160
100124,0,4,50,54,50,6,160
100125,0,3,51,51,52,6,160
100126,0,2,54,50,50,6,160
100127,0,1,52,52,50,6,160
100128,0,3,52,52,50,6,160
100129,0,1,54,50,50,6,160
100130,0,1,54,50,50,6,160
100131,0,4,53,51,50,6,160
100132,0,2,51,50,53,6,160
100133,0,2,52,51,51,6,160
100134,0,4,54,50,50,6,160
100135,0,4,50,53,51,6,160
100136,0,2,54,50,50,6,160
100137,0,3,51,52,51,6,160
100138,0,2,51,51,52,6,160
100139,0,1,54,50,50,6,160
100140,0,1,52,52,50,6,160
100141,0,2,52,51,51,6,160
100142,0,4,51,51,52,6,160
100143,0,1,51,52,51,6,160
100144,0,1,54,50,50,6,160
100145,0,3,54,50,50,6,160
100146,0,4,52,51,51,6,160
100147,0,3,51,50,53,6,160
100148,0,4,52,52,50,6,160
100149,1,1,73,98,82,7,260
100150,0,1,51,52,51,6,160
100151,0,2,54,50,50,6,160
100152,0,4,52,50,52,6,160
100153,0,4,52,52,50,6,160
100154,0,2,50,54,50,6,160
100155,0,2,50,53,51,6,160
100156,0,1,54,50,50,6,160
100157,0,1,54,50,50,6,160
100158,0,4,51,53,50,6,160
100159,0,1,51,52,51,6,160
100160,0,4,52,52,50,6,160
100161,0,2,53,51,50,6,160
100162,0,3,52,51,51,6,160
100163,0,1,52,52,50,6,160
100164,0,2,53,51,50,6,160
100165,0,2,52,52,50,6,160
100166,0,4,54,50,50,6,160
100167,0,3,50,54,50,6,160
100168,0,2,54,50,50,6,160
100169,0,4,52,52,50,6,160
100170,0,3,51,52,51,6,160
100171,0,3,54,50,50,6,160
100172,0,2,52,52,50,6,160
100173,0,3,54,50,50,6,160
100174,0,1,52,51,51,6,160
100175,0,4,53,51,50,6,160
100176,0,1,54,50,50,6,160
100177,0,1,53,51,50,6,160
100178,0,1,50,52,52,6,160
100179,0,2,53,51,50,6,160
100180,0,3,51,53,50,6,160
100181,0,1,50,52,52,6,160
100182,0,1,51,52,51,6,160
100183,0,4,52,51,51,6,160
100184,0,4,51,53,50,6,160
100185,0,3,51,52,51,6,160
100186,0,2,54,50,50,6,160
100188,0,2,54,50,50,6,160
100189,0,4,54,50,50,6,160
100190,0,2,53,51,50,6,160
100191,0,3,50,54,50,6,160
100192,0,2,50,52,52,6,160
100193,0,1,52,52,50,6,160
100194,0,2,51,52,51,6,160
100195,1,1,88,92,73,6,259
100196,0,3,54,50,50,6,160
100197,0,2,52,51,51,6,160
100198,0,4,54,50,50,6,160
100199,0,1,53,51,50,6,160
100200,0,1,52,52,50,6,160
100201,0,3,50,54,50,6,160
100204,1,1,88,94,71,5,258
100205,1,1,93,91,69,4,257
100206,0,4,51,53,50,6,160
100207,0,4,52,52,50,6,160
100208,0,1,53,51,50,6,160
100209,0,4,52,52,50,6,160
100210,0,3,53,51,50,6,160
100211,0,3,53,51,50,6,160
100212,0,1,51,53,50,6,160
100214,0,4,52,52,50,6,160
100215,0,1,51,53,50,6,160
100216,0,2,54,50,50,6,160
100217,0,1,52,50,52,6,160
100218,0,3,54,50,50,6,160
100219,0,1,50,52,52,6,160
100220,0,3,54,50,50,6,160
100221,0,4,50,54,50,6,160
100222,0,1,51,51,52,6,160
100223,0,1,51,53,50,6,160
100224,0,1,52,51,51,6,160
100225,0,3,52,52,50,6,160
100227,0,3,54,50,50,6,160
100228,0,4,51,51,52,6,160
100229,0,4,52,51,51,6,160
100230,0,3,54,50,50,6,160
100231,0,4,53,51,50,6,160
100232,0,1,51,53,50,6,160
100234,0,2,50,51,53,6,160
100235,0,2,50,51,53,6,160
100236,0,1,54,50,50,6,160
100238,0,3,54,50,50,6,160
100239,0,4,54,50,50,6,160
100240,0,3,52,51,51,6,160
100241,0,1,52,51,51,6,160
100242,0,1,50,52,52,6,160
100243,0,3,52,52,50,6,160
100244,0,1,53,51,50,6,160
100245,0,2,51,53,50,6,160
100246,0,2,52,51,51,6,160
100247,0,4,50,54,50,6,160
100248,1,1,63,100,90,3,256
100249,0,4,53,51,50,6,160
100250,0,4,54,50,50,6,160
100251,0,1,53,51,50,6,160
100253,0,4,52,50,52,6,160
100255,0,2,50,51,53,6,160
100256,0,2,51,52,51,6,160
100257,0,2,54,50,50,6,160
100258,0,3,52,51,51,6,160
100259,0,3,52,51,51,6,160
100260,0,2,51,52,51,6,160
100261,0,3,54,50,50,6,160
100262,0,3,54,50,50,6,160
100263,0,3,54,50,50,6,160
100264,0,3,54,50,50,6,160
100265,0,1,53,50,51,6,160
100266,0,2,54,50,50,6,160
100267,1,1,88,77,88,2,255
100268,0,3,51,53,50,6,160
100269,0,2,52,52,50,6,160
100270,0,1,54,50,50,6,160
100271,0,4,51,53,50,6,160
100272,0,4,53,50,51,6,160
100274,0,2,53,51,50,6,160
100276,0,4,54,50,50,6,160
100277,0,1,50,54,50,6,160
100278,0,2,51,53,50,6,160
100279,0,1,54,50,50,6,160
100280,1,1,76,90,87,1,254
100281,0,2,54,50,50,6,160
100282,0,2,52,51,51,6,160
100283,0,2,54,50,50,6,160
100284,0,4,53,50,51,6,160
100285,0,3,52,52,50,6,160
100286,0,4,51,51,52,6,160
100287,0,2,54,50,50,6,160
100288,0,2,53,50,51,6,160
100289,0,1,51,51,52,6,160
100290,1,1,83,70,100,0,253
100291,0,4,51,50,53,6,160
100292,0,1,53,51,50,6,160
100293,0,4,53,51,50,6,160
100294,0,1,51,51,52,6,160
100295,0,1,54,50,50,6,160
100296,0,4,52,51,51,6,160
100297,0,1,54,50,50,6,160
100298,0,1,50,54,50,6,160
100299,0,3,52,52,50,6,160
100300,0,4,52,51,51,6,160
100301,0,3,52,51,51,6,160
100302,0,4,52,52,50,6,160
100303,0,4,52,50,52,6,160
100304,0,1,52,51,51,6,160
100306,0,4,52,50,52,6,160
100307,0,4,52,50,52,6,160
100308,0,2,52,51,51,6,160
100309,0,4,54,50,50,6,160
100310,0,3,51,53,50,6,160
100311,0,3,53,51,50,6,160
100312,0,2,54,50,50,6,160
100313,0,4,50,54,50,6,160
