applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,0,1,66,57,53,8,184
100001,0,2,76,50,50,7,183
100002,0,3,55,63,58,6,182
100003,1,4,88,100,98,8,294
100004,1,3,97,100,89,7,293
100005,1,2,97,100,89,6,292
100006,0,1,62,58,56,5,181
100007,0,1,69,55,52,4,180
100008,0,4,55,60,61,3,179
100009,0,3,59,59,58,2,178
100010,0,2,60,63,53,1,177
100011,0,4,70,53,53,0,176
100012,0,3,65,50,50,10,175
100013,0,1,64,51,50,9,174
100014,0,3,61,54,50,8,173
100015,0,1,60,53,52,7,172
100016,1,1,100,91,95,5,291
100017,0,3,55,60,50,6,171
100018,0,1,53,58,54,5,170
100020,0,2,65,50,50,4,169
100021,0,1,63,52,50,3,168
100022,0,3,65,50,50,2,167
100023,0,4,52,56,57,1,166
100024,0,3,54,53,58,0,165
100025,0,3,51,53,50,10,164
100026,0,1,51,51,52,9,163
100027,0,4,50,52,52,8,162
100028,0,1,51,51,52,7,161
100029,0,2,52,51,51,6,160
100030,0,3,53,51,50,6,160
100031,0,4,53,51,50,6,160
100032,0,2,50,53,51,6,160
100033,0,2,54,50,50,6,160
100034,0,1,52,51,51,6,160
100035,0,1,52,51,51,6,160
100036,0,3,52,52,50,6,160
100037,0,3,50,54,50,6,160
100038,0,2,52,52,50,6,160
100039,0,2,53,51,50,6,160
100040,0,2,53,51,50,6,160
100041,1,1,100,100,86,4,290
100042,0,2,54,50,50,6,160
100043,0,2,50,53,51,6,160
100044,0,2,53,50,51,6,160
100045,0,4,53,51,50,6,160
100046,0,4,51,53,50,6,160
100047,0,4,51,53,50,6,160
100048,0,4,50,50,54,6,160
100049,0,4,54,50,50,6,160
100050,0,2,52,52,50,6,160
100051,0,4,51,51,52,6,160
100052,0,3,51,52,51,6,160
100053,0,3,52,51,51,6,160
100054,0,3,52,51,51,6,160
100055,0,2,50,51,53,6,160
100056,0,3,54,50,50,6,160
100057,0,1,52,52,50,6,160
100058,0,3,52,51,51,6,160
100059,0,3,51,53,50,6,160
100060,0,4,54,50,50,6,160
100061,0,1,52,52,50,6,160
100062,0,2,51,53,50,6,160
100063,0,2,51,52,51,6,160
100064,0,3,52,51,51,6,160
100065,0,4,50,54,50,6,160
100066,0,4,54,50,50,6,160
100067,0,4,51,53,50,6,160
100068,0,4,54,50,50,6,160
100069,0,2,50,54,50,6,160
100070,0,2,53,50,51,6,160
100071,0,3,50,50,54,6,160
100072,0,1,51,51,52,6,160
100073,0,1,51,52,51,6,160
100074,0,3,51,52,51,6,160
100075,0,1,52,52,50,6,160
100076,0,4,54,50,50,6,160
100077,0,2,53,50,51,6,160
100078,0,3,51,53,50,6,160
100079,0,3,53,50,51,6,160
100080,0,3,54,50,50,6,160
100081,0,3,53,50,51,6,160
100082,0,4,50,54,50,6,160
100083,0,2,54,50,50,6,160
100084,0,4,51,51,52,6,160
100085,0,2,51,52,51,6,160
100086,0,1,53,51,50,6,160
100087,0,1,54,50,50,6,160
100088,0,2,52,51,51,6,160
100089,0,3,51,51,52,6,160
100090,0,4,52,52,50,6,160
100091,0,2,54,50,50,6,160
100092,0,3,50,51,53,6,160
100093,0,1,54,50,50,6,160
100094,0,3,52,51,51,6,160
100095,0,3,50,51,53,6,160
100096,0,3,54,50,50,6,160
100097,0,4,53,51,50,6,160
100098,0,4,54,50,50,6,160
100099,0,2,51,52,51,6,160
100100,1,1,99,87,100,3,289
100101,0,1,53,51,50,6,160
100102,0,3,53,50,51,6,160
100103,0,1,51,53,50,6,160
100104,0,3,51,53,50,6,160
100105,0,4,53,51,50,6,160
100106,0,2,53,51,50,6,160
100107,1,1,86,100,100,2,288
100108,0,1,51,53,50,6,160
100109,0,4,52,51,51,6,160
100110,0,1,53,51,50,6,160
100111,0,4,51,50,53,6,160
100112,0,4,53,51,50,6,160
100113,0,3,52,52,50,6,160
100114,0,1,52,52,50,6,160
100115,0,4,54,50,50,6,160
100116,0,1,51,52,51,6,160
100117,0,4,52,52,50,6,160
100118,0,2,51,51,52,6,160
100119,0,2,54,50,50,6,160
100120,0,1,54,50,50,6,160
100121,0,3,53,50,51,6,160
100122,1,1,97,100,89,1,287
100123,0,4,54,50,50,6,160
100124,0,3,50,54,50,6,160
100125,0,4,51,51,52,6,160
100126,0,4,54,50,50,6,160
100127,0,3,53,51,50,6,160
100128,0,1,51,53,50,6,160
100129,0,2,54,50,50,6,160
100130,0,4,51,52,51,6,160
100131,0,2,53,50,51,6,160
100132,1,1,98,100,88,0,286
100133,0,4,51,53,50,6,160
100134,0,3,51,53,50,6,160
100135,0,1,52,52,50,6,160
100136,0,1,54,50,50,6,160
100137,0,1,51,53,50,6,160
100138,0,1,52,50,52,6,160
100139,0,3,54,50,50,6,160
100140,0,2,53,50,51,6,160
100141,0,3,54,50,50,6,160
100142,0,3,53,51,50,6,160
100143,0,3,52,52,50,6,160
100144,0,3,52,51,51,6,160
100145,0,2,53,50,51,6,160
100146,0,1,53,51,50,6,160
100147,0,4,53,51,50,6,160
100148,0,3,51,53,50,6,160
100149,0,4,53,50,51,6,160
100150,0,4,52,51,51,6,160
100151,0,3,53,51,50,6,160
100152,0,3,54,50,50,6,160
100153,0,1,50,54,50,6,160
100154,0,3,54,50,50,6,160
100155,0,4,54,50,50,6,160
100156,0,3,54,50,50,6,160
100157,0,2,54,50,50,6,160
100158,0,2,54,50,50,6,160
100159,0,4,52,51,51,6,160
100160,0,2,54,50,50,6,160
100161,0,4,54,50,50,6,160
100162,0,1,51,51,52,6,160
100163,0,4,53,51,50,6,160
100164,0,3,52,52,50,6,160
100165,0,1,53,51,50,6,160
100166,0,2,52,51,51,6,160
100167,0,2,52,51,51,6,160
100168,0,1,53,51,50,6,160
100169,0,3,54,50,50,6,160
100170,1,1,95,80,100,10,285
100171,0,1,53,51,50,6,160
100172,0,4,54,50,50,6,160
100173,0,1,54,50,50,6,160
100174,0,4,51,53,50,6,160
100175,0,3,51,50,53,6,160
100176,0,4,51,51,52,6,160
100177,0,3,51,52,51,6,160
100178,0,3,52,51,51,6,160
100179,0,3,51,52,51,6,160
100180,0,2,52,50,52,6,160
100181,0,4,52,52,50,6,160
100182,0,3,53,51,50,6,160
100183,0,2,53,51,50,6,160
100184,0,2,54,50,50,6,160
100185,0,2,51,51,52,6,160
100186,0,4,54,50,50,6,160
100188,0,4,52,50,52,6,160
100189,0,2,53,50,51,6,160
100190,0,3,50,54,50,6,160
100191,0,4,52,52,50,6,160
100192,0,4,54,50,50,6,160
100193,0,3,52,52,50,6,160
100194,0,4,52,50,52,6,160
100195,0,3,52,52,50,6,160
100196,0,1,51,53,50,6,160
100197,0,4,54,50,50,6,160
100198,0,3,52,51,51,6,160
100199,0,3,53,50,51,6,160
100200,0,4,53,51,50,6,160
100201,0,2,52,51,51,6,160
100202,1,1,100,84,91,9,284
100203,1,1,97,78,100,8,283
100204,0,4,54,50,50,6,160
100205,0,4,53,51,50,6,160
100206,0,3,54,50,50,6,160
100207,0,2,54,50,50,6,160
100208,0,3,52,51,51,6,160
100209,0,1,52,52,50,6,160
100210,0,4,53,51,50,6,160
100211,0,1,52,50,52,6,160
100212,0,4,53,50,51,6,160
100213,0,3,53,51,50,6,160
100214,0,3,51,52,51,6,160
100215,0,2,52,51,51,6,160
100216,0,1,54,50,50,6,160
100217,0,3,52,52,50,6,160
100218,0,4,54,50,50,6,160
100219,0,4,53,51,50,6,160
100220,0,1,54,50,50,6,160
100221,0,3,54,50,50,6,160
100222,0,4,54,50,50,6,160
100223,0,3,51,52,51,6,160
100224,0,2,54,50,50,6,160
100225,0,2,52,52,50,6,160
100226,0,1,52,50,52,6,160
100227,0,4,53,50,51,6,160
100228,0,2,53,50,51,6,160
100229,0,3,51,53,50,6,160
100230,0,2,53,51,50,6,160
100231,0,3,53,51,50,6,160
100232,0,2,53,51,50,6,160
100233,0,2,54,50,50,6,160
100234,0,4,54,50,50,6,160
100235,0,4,52,51,51,6,160
100236,0,2,50,52,52,6,160
100238,1,1,75,100,100,7,282
100239,0,1,53,51,50,6,160
100240,0,2,54,50,50,6,160
100241,0,2,54,50,50,6,160
100242,0,2,54,50,50,6,160
100243,0,2,51,52,51,6,160
100244,0,4,50,54,50,6,160
100245,0,1,50,51,53,6,160
100246,0,3,52,52,50,6,160
100247,0,2,51,52,51,6,160
100248,0,4,54,50,50,6,160
100249,0,2,53,51,50,6,160
100250,0,1,54,50,50,6,160
100251,0,4,52,52,50,6,160
100252,0,3,53,50,51,6,160
100253,0,2,51,50,53,6,160
100254,1,1,87,92,96,6,281
100255,0,1,54,50,50,6,160
100256,0,3,53,50,51,6,160
100257,1,1,75,100,100,5,280
100258,0,1,54,50,50,6,160
100259,0,4,53,51,50,6,160
100260,1,1,100,75,100,4,279
100261,0,1,52,52,50,6,160
100262,0,4,54,50,50,6,160
100263,0,4,54,50,50,6,160
100264,0,2,51,51,52,6,160
100265,0,2,54,50,50,6,160
100266,0,4,50,54,50,6,160
100267,0,3,50,54,50,6,160
100268,0,1,53,50,51,6,160
100269,0,3,53,50,51,6,160
100270,0,3,53,51,50,6,160
100271,0,2,52,51,51,6,160
100272,0,2,52,51,51,6,160
100273,0,2,53,50,51,6,160
100274,0,1,54,50,50,6,160
100275,0,3,53,51,50,6,160
100276,0,3,53,51,50,6,160
100277,0,3,50,50,54,6,160
100278,0,3,50,52,52,6,160
100279,0,3,53,50,51,6,160
100280,0,3,54,50,50,6,160
100281,1,1,100,94,81,3,278
100282,0,3,52,52,50,6,160
100283,0,4,51,52,51,6,160
100284,0,1,54,50,50,6,160
100285,0,4,52,50,52,6,160
100286,0,1,53,50,51,6,160
100287,0,4,54,50,50,6,160
100288,0,3,52,50,52,6,160
100289,0,2,53,51,50,6,160
100290,0,4,53,50,51,6,160
100291,0,1,54,50,50,6,160
100292,0,2,51,52,51,6,160
100293,0,2,52,52,50,6,160
100294,0,4,51,53,50,6,160
100295,0,3,52,52,50,6,160
100296,0,2,51,52,51,6,160
100297,0,2,53,51,50,6,160
100298,0,3,52,52,50,6,160
100299,0,4,52,52,50,6,160
100300,0,1,52,52,50,6,160
100301,0,4,54,50,50,6,160
100302,0,2,52,51,51,6,160
100303,0,1,53,51,50,6,160
100304,0,3,54,50,50,6,160
100305,0,2,52,52,50,6,160
100306,0,2,52,52,50,6,160
100307,1,1,79,100,96,2,277
100308,0,4,52,51,51,6,160
100309,0,2,52,51,51,6,160
100310,0,1,51,51,52,6,160
100311,0,4,51,52,51,6,160
100312,0,4,50,51,53,6,160
100313,0,3,51,53,50,6,160
100314,0,3,54,50,50,6,160
100315,0,2,53,50,51,6,160
100316,0,1,50,54,50,6,160
100317,1,1,81,100,94,1,276
100318,0,4,50,52,52,6,160
100319,0,2,54,50,50,6,160
100320,0,2,54,50,50,6,160
100321,0,4,50,53,51,6,160
100322,0,1,52,52,50,6,160
100323,0,1,52,52,50,6,160
100324,0,3,51,52,51,6,160
100325,0,2,53,50,51,6,160
100326,0,4,50,53,51,6,160
100327,0,1,54,50,50,6,160
100328,0,2,53,50,51,6,160
100329,0,4,52,52,50,6,160
100330,0,3,51,50,53,6,160
100331,0,3,50,53,51,6,160
100332,0,2,53,51,50,6,160
100333,0,1,54,50,50,6,160
100334,0,4,53,51,50,6,160
100335,0,1,52,51,51,6,160
100336,0,3,53,51,50,6,160
100337,0,2,53,50,51,6,160
100338,0,3,53,51,50,6,160
100339,0,3,51,53,50,6,160
100341,0,3,53,50,51,6,160
100342,0,2,54,50,50,6,160
100343,0,4,53,50,51,6,160
100344,0,3,53,51,50,6,160
100345,0,4,52,50,52,6,160
100346,0,3,51,51,52,6,160
100347,0,4,52,52,50,6,160
100348,0,2,54,50,50,6,160
100349,0,4,50,54,50,6,160
100350,0,1,53,51,50,6,160
100351,0,1,51,52,51,6,160
100352,0,1,54,50,50,6,160
100353,0,1,53,50,51,6,160
100354,0,2,51,51,52,6,160
100355,0,4,54,50,50,6,160
100357,0,4,52,51,51,6,160
100358,0,1,50,54,50,6,160
100359,0,1,54,50,50,6,160
100360,0,3,53,51,50,6,160
100361,0,3,50,52,52,6,160
100362,0,2,52,52,50,6,160
100363,0,4,52,51,51,6,160
100364,0,4,54,50,50,6,160
100365,0,3,54,50,50,6,160
100366,0,3,52,52,50,6,160
100367,0,1,51,52,51,6,160
100368,0,4,52,52,50,6,160
100369,0,1,52,50,52,6,160
100370,0,4,51,53,50,6,160
100371,0,3,50,53,51,6,160
100372,0,1,53,51,50,6,160
100373,0,2,50,53,51,6,160
100374,0,4,51,52,51,6,160
100375,0,3,53,50,51,6,160
100376,0,3,54,50,50,6,160
100377,0,2,53,51,50,6,160
100378,0,2,51,53,50,6,160
100379,0,3,54,50,50,6,160
100380,0,4,52,51,51,6,160
100382,0,3,50,53,51,6,160
100383,0,4,53,51,50,6,160
100384,0,1,53,51,50,6,160
100385,0,1,51,52,51,6,160
100386,1,1,100,78,97,0,275
100387,0,2,53,51,50,6,160
100388,0,4,52,51,51,6,160
100389,0,4,51,52,51,6,160
100390,0,2,53,51,50,6,160
100391,0,1,53,51,50,6,160
100392,1,1,84,80,100,10,274
100393,0,1,50,52,52,6,160
100394,0,1,50,53,51,6,160
100395,1,1,90,83,91,9,273
100396,0,1,53,50,51,6,160
100397,0,3,51,52,51,6,160
100398,0,2,52,52,50,6,160
100399,0,4,53,51,50,6,160
100400,0,3,51,53,50,6,160
100401,0,3,51,53,50,6,160
100402,1,1,74,100,90,8,272
100403,0,4,53,51,50,6,160
100404,0,3,54,50,50,6,160
100405,1,1,100,82,82,7,271
100406,0,3,52,52,50,6,160
100407,0,3,52,50,52,6,160
100408,0,2,54,50,50,6,160
100409,0,4,52,51,51,6,160
100410,0,4,53,51,50,6,160
100411,0,1,54,50,50,6,160
100412,0,3,54,50,50,6,160
100413,0,4,52,51,51,6,160
100414,0,2,51,53,50,6,160
100415,0,2,52,51,51,6,160
100416,0,4,54,50,50,6,160
100417,0,1,52,52,50,6,160
100418,0,1,53,51,50,6,160
100419,0,1,53,50,51,6,160
100420,0,4,52,51,51,6,160
100421,0,1,53,50,51,6,160
100422,0,4,52,51,51,6,160
100423,0,3,51,51,52,6,160
100424,0,1,53,51,50,6,160
100425,0,3,51,52,51,6,160
100426,0,1,51,52,51,6,160
100427,0,2,50,54,50,6,160
100428,0,4,52,52,50,6,160
100429,0,4,53,51,50,6,160
100430,0,2,52,51,51,6,160
100431,0,4,53,51,50,6,160
100432,0,2,51,52,51,6,160
100433,0,1,51,52,51,6,160
100434,0,3,50,54,50,6,160
100436,0,4,53,50,51,6,160
100437,0,4,50,51,53,6,160
100438,0,1,52,52,50,6,160
100439,0,2,54,50,50,6,160
100440,0,1,51,53,50,6,160
100441,0,3,50,50,54,6,160
100442,0,4,51,51,52,6,160
100443,0,1,53,51,50,6,160
100444,0,4,52,50,52,6,160
100445,1,1,88,100,76,6,270
100446,0,1,53,50,51,6,160
100447,0,4,51,52,51,6,160
100448,0,1,50,52,52,6,160
100449,0,4,53,51,50,6,160
100450,0,2,53,51,50,6,160
100451,0,2,54,50,50,6,160
100452,0,2,54,50,50,6,160
100453,0,1,54,50,50,6,160
100454,0,3,51,53,50,6,160
100455,0,4,54,50,50,6,160
100456,0,2,53,51,50,6,160
100457,0,2,50,51,53,6,160
100458,0,4,54,50,50,6,160
100459,0,3,54,50,50,6,160
100460,0,3,51,53,50,6,160
100461,1,1,77,100,87,5,269
100462,0,1,51,53,50,6,160
100463,1,1,72,92,100,4,268
100464,0,3,50,54,50,6,160
100465,0,2,54,50,50,6,160
