applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,0,2,72,61,54,7,194
100002,1,2,84,96,51,8,239
100004,1,3,74,83,74,7,238
100005,0,1,78,55,54,6,193
100006,0,3,52,76,59,5,192
100007,0,1,62,69,56,4,191
100008,0,3,57,55,75,3,190
100009,0,2,67,55,65,2,189
100010,0,1,68,69,50,1,188
100012,0,2,78,59,50,0,187
100015,0,2,59,67,50,10,186
100016,0,3,65,60,51,9,185
100017,1,1,91,84,56,5,236
100018,0,2,68,55,53,8,184
100019,0,2,68,54,54,7,183
100022,0,1,54,52,70,6,182
100023,1,1,67,90,74,4,235
100024,0,3,69,55,52,5,181
100025,0,1,66,56,54,4,180
100026,0,3,74,50,52,3,179
100027,0,2,76,50,50,2,178
100028,0,2,56,60,60,1,177
100029,0,2,63,51,62,0,176
100030,0,2,61,53,51,10,175
100031,0,2,58,53,54,9,174
100032,0,3,56,57,52,8,173
100033,0,2,61,50,54,7,172
100034,0,1,52,53,60,6,171
100035,0,3,54,60,51,5,170
100036,0,1,60,54,51,4,169
100037,0,2,65,50,50,3,168
100038,1,1,100,71,60,3,234
100042,0,3,55,55,55,2,167
100043,0,3,60,55,50,1,166
100062,0,2,61,54,50,0,165
100063,0,2,54,50,50,10,164
100064,0,1,52,52,50,9,163
100065,1,4,93,86,52,6,237
100066,0,2,52,52,50,8,162
100067,0,2,52,51,51,7,161
100069,0,2,54,50,50,6,160
100070,0,2,54,50,50,6,160
100071,0,4,53,51,50,6,160
100072,0,3,52,52,50,6,160
100074,0,4,52,51,51,6,160
100075,0,1,53,51,50,6,160
100077,0,1,51,53,50,6,160
100078,0,1,53,51,50,6,160
100079,0,1,51,53,50,6,160
100080,0,2,51,51,52,6,160
100082,1,1,100,75,56,2,233
100083,0,3,53,50,51,6,160
100084,0,1,54,50,50,6,160
100085,1,1,100,72,59,1,232
100086,1,1,88,59,84,0,231
100087,0,2,50,54,50,6,160
100088,0,2,53,51,50,6,160
100089,0,1,53,51,50,6,160
100090,0,3,52,52,50,6,160
100091,1,1,80,76,64,10,230
100092,0,2,51,53,50,6,160
100093,0,1,51,53,50,6,160
100094,0,3,54,50,50,6,160
100095,0,4,51,52,51,6,160
100096,0,4,52,51,51,6,160
100097,0,1,52,50,52,6,160
100098,0,4,53,51,50,6,160
100099,0,1,54,50,50,6,160
100100,0,3,54,50,50,6,160
100101,0,2,51,51,52,6,160
100102,0,4,51,52,51,6,160
100103,0,3,53,50,51,6,160
100104,0,1,53,51,50,6,160
100105,1,1,83,69,68,9,229
100106,0,4,51,53,50,6,160
100107,0,2,50,51,53,6,160
100108,0,4,54,50,50,6,160
100109,0,3,51,50,53,6,160
100113,0,3,53,51,50,6,160
100115,0,2,54,50,50,6,160
100116,0,2,54,50,50,6,160
100118,0,2,54,50,50,6,160
100120,0,2,52,51,51,6,160
100126,0,3,51,53,50,6,160
100128,0,3,51,53,50,6,160
100130,0,2,50,54,50,6,160
100134,0,4,53,50,51,6,160
100137,0,2,54,50,50,6,160
100142,0,2,50,54,50,6,160
100143,0,2,50,51,53,6,160
100144,0,1,50,50,54,6,160
100148,1,1,95,68,57,8,228
100152,0,2,50,53,51,6,160
100153,0,3,53,51,50,6,160
100154,0,2,54,50,50,6,160
100156,0,2,51,52,51,6,160
100159,0,2,54,50,50,6,160
100162,0,3,51,51,52,6,160
100163,0,3,54,50,50,6,160
100166,0,2,53,51,50,6,160
100167,0,2,52,51,51,6,160
100168,0,2,52,51,51,6,160
100170,0,1,53,50,51,6,160
100171,0,2,53,51,50,6,160
100173,0,3,51,53,50,6,160
100174,0,1,54,50,50,6,160
100175,0,4,53,51,50,6,160
100176,0,4,51,51,52,6,160
100177,0,4,52,52,50,6,160
100178,0,4,50,54,50,6,160
100179,0,2,50,52,52,6,160
100185,0,2,51,53,50,6,160
100230,1,1,81,67,72,7,227
100231,0,2,52,51,51,6,160
100232,0,2,52,51,51,6,160
100233,0,2,52,51,51,6,160
100234,0,1,53,51,50,6,160
100235,0,2,54,50,50,6,160
100236,0,2,53,50,51,6,160
100237,0,2,52,52,50,6,160
100238,0,2,53,51,50,6,160
100239,0,2,52,51,51,6,160
100240,0,2,52,51,51,6,160
100241,0,2,51,51,52,6,160
100242,0,1,51,53,50,6,160
100244,0,1,54,50,50,6,160
100245,0,1,50,54,50,6,160
100246,0,1,53,51,50,6,160
100247,0,2,54,50,50,6,160
100248,1,1,79,81,60,6,226
100249,0,2,51,52,51,6,160
100250,0,1,51,52,51,6,160
100251,0,1,52,52,50,6,160
100252,0,1,51,51,52,6,160
100253,0,2,51,53,50,6,160
100254,1,1,97,57,66,5,225
100255,0,2,54,50,50,6,160
100256,0,2,54,50,50,6,160
100257,1,1,88,80,52,4,224
100258,0,2,54,50,50,6,160
100259,0,2,53,51,50,6,160
100260,0,1,50,51,53,6,160
100261,0,2,53,51,50,6,160
100262,1,1,67,81,72,3,223
100263,0,1,53,51,50,6,160
100264,0,2,51,52,51,6,160
100265,0,2,53,51,50,6,160
100266,0,1,54,50,50,6,160
100267,1,1,99,68,53,2,222
100268,0,2,54,50,50,6,160
100269,0,1,51,53,50,6,160
100270,0,2,54,50,50,6,160
100271,0,2,51,51,52,6,160
100272,0,1,54,50,50,6,160
100273,1,1,84,83,53,1,221
100274,1,1,57,98,65,0,220
100275,0,2,52,51,51,6,160
100276,0,2,53,51,50,6,160
100277,0,2,52,51,51,6,160
