applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,1,3,95,89,80,10,274
100001,1,2,82,91,91,9,273
100002,0,1,79,60,70,5,214
100003,0,2,75,69,65,4,213
100004,0,2,61,56,92,3,212
100005,0,2,53,79,77,2,211
100006,0,1,94,64,51,1,210
100007,0,2,88,59,62,0,209
100008,0,2,76,72,50,10,208
100010,0,3,55,93,50,9,207
100011,0,1,95,52,51,8,206
100012,0,1,86,55,57,7,205
100013,0,2,64,76,58,6,204
100014,0,2,65,66,67,5,203
100015,0,3,62,55,81,4,202
100016,0,2,74,59,65,3,201
100017,0,3,60,76,62,2,200
100018,1,1,96,76,92,7,271
100019,1,1,90,100,74,6,270
100020,0,1,76,61,61,1,199
100021,0,2,94,52,52,0,198
100022,0,3,62,57,68,10,197
100023,0,2,70,59,58,9,196
100035,0,2,83,53,51,8,195
100039,0,2,60,61,66,7,194
100040,0,1,70,55,62,6,193
100041,1,1,95,88,81,5,269
100044,0,1,73,53,61,5,192
100045,0,2,65,64,58,4,191
100046,0,1,75,61,51,3,190
100047,0,2,67,63,57,2,189
100048,0,2,86,51,50,1,188
100049,0,1,86,51,50,0,187
100050,0,2,64,56,56,10,186
100051,0,2,70,53,53,9,185
100052,0,1,75,51,50,8,184
100053,0,2,75,51,50,7,183
100054,0,1,63,62,51,6,182
100055,0,1,73,52,51,5,181
100056,0,2,76,50,50,4,180
100057,0,2,57,54,65,3,179
100058,0,2,57,52,67,2,178
100059,0,1,69,55,52,1,177
100060,1,1,77,87,100,4,268
100061,0,1,70,56,50,0,176
100062,0,3,58,52,55,10,175
100063,1,4,100,82,82,8,272
100064,0,3,54,60,51,9,174
100065,0,2,62,50,53,8,173
100066,0,1,65,50,50,7,172
100067,0,3,51,64,50,6,171
100068,0,1,59,56,50,5,170
100069,0,4,51,55,59,4,169
100070,0,1,62,52,51,3,168
100071,0,2,64,51,50,2,167
100072,0,4,50,65,50,1,166
100073,0,1,63,51,51,0,165
100074,0,3,52,50,52,10,164
100075,0,2,53,50,51,9,163
100076,0,1,53,51,50,8,162
100078,0,2,50,53,51,7,161
100080,0,3,50,51,53,6,160
100081,0,1,53,50,51,6,160
100083,0,4,54,50,50,6,160
100086,0,2,52,52,50,6,160
100087,0,4,51,52,51,6,160
100088,0,1,53,51,50,6,160
100089,0,3,51,53,50,6,160
100090,0,1,54,50,50,6,160
100091,0,4,52,52,50,6,160
100092,0,3,54,50,50,6,160
100093,0,3,51,51,52,6,160
100094,0,1,54,50,50,6,160
100095,0,3,52,50,52,6,160
100096,0,2,52,52,50,6,160
100097,0,2,53,51,50,6,160
100098,0,3,54,50,50,6,160
100099,0,2,52,52,50,6,160
100100,0,2,53,51,50,6,160
100101,0,4,51,52,51,6,160
100102,0,3,52,52,50,6,160
100103,0,2,52,51,51,6,160
100104,0,4,50,51,53,6,160
100105,0,4,52,51,51,6,160
100106,0,3,53,51,50,6,160
100107,0,3,51,51,52,6,160
100108,1,1,82,82,100,3,267
100109,0,2,54,50,50,6,160
100110,1,1,89,93,82,2,266
100111,0,1,54,50,50,6,160
100112,0,2,52,52,50,6,160
100115,0,3,52,51,51,6,160
100116,0,3,54,50,50,6,160
100117,1,1,98,100,66,1,265
100118,0,3,52,52,50,6,160
100119,0,2,54,50,50,6,160
100124,0,2,54,50,50,6,160
100126,0,2,54,50,50,6,160
100127,0,1,53,51,50,6,160
100129,1,1,100,85,79,0,264
100130,1,1,87,94,72,10,263
100133,0,3,51,53,50,6,160
100134,0,1,54,50,50,6,160
100138,0,1,52,50,52,6,160
100139,0,2,51,52,51,6,160
100141,0,2,51,50,53,6,160
100142,0,3,54,50,50,6,160
100143,0,4,51,52,51,6,160
100144,0,2,54,50,50,6,160
100147,0,3,51,51,52,6,160
100149,0,3,51,53,50,6,160
100152,0,1,53,50,51,6,160
100153,0,2,54,50,50,6,160
100154,1,1,70,83,100,9,262
100155,0,2,52,52,50,6,160
100156,1,1,73,80,100,8,261
100157,0,1,53,51,50,6,160
100158,0,2,54,50,50,6,160
100159,0,3,51,52,51,6,160
100160,0,3,52,52,50,6,160
100161,0,3,52,51,51,6,160
100162,0,1,51,52,51,6,160
100164,0,2,53,50,51,6,160
100165,0,2,54,50,50,6,160
100166,0,3,53,50,51,6,160
