applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,0,1,67,60,60,7,194
100001,0,2,59,66,62,6,193
100002,0,1,63,68,56,5,192
100003,0,1,82,55,50,4,191
100004,0,4,63,62,62,3,190
100005,0,4,74,63,50,2,189
100006,0,2,56,78,53,1,188
100007,0,1,80,57,50,0,187
100008,0,1,76,50,50,10,186
100009,1,4,88,70,62,9,229
100010,1,3,86,77,57,8,228
100011,1,2,84,81,55,7,227
100012,0,3,75,51,50,9,185
100013,0,3,52,60,64,8,184
100014,0,1,60,62,54,7,183
100015,0,1,54,57,65,6,182
100016,0,4,70,55,51,5,181
100017,0,3,55,68,53,4,180
100018,0,4,55,67,54,3,179
100019,0,3,62,59,55,2,178
100020,0,3,55,71,50,1,177
100021,0,2,55,70,51,0,176
100022,0,3,64,51,50,10,175
100023,0,3,60,54,51,9,174
100024,0,4,61,52,52,8,173
100025,0,4,65,50,50,7,172
100026,0,1,50,64,51,6,171
100027,0,3,64,50,51,5,170
100028,0,3,65,50,50,4,169
100029,0,2,61,54,50,3,168
100030,0,4,52,62,51,2,167
100031,0,3,56,54,55,1,166
100032,1,1,66,94,60,6,226
100033,0,4,64,51,50,0,165
100034,0,1,54,50,50,10,164
100035,0,1,53,51,50,9,163
100036,0,3,54,50,50,8,162
100037,0,3,51,52,51,7,161
100038,0,4,52,52,50,6,160
100039,0,4,54,50,50,6,160
100040,0,2,53,50,51,6,160
100041,0,2,50,53,51,6,160
100042,0,4,53,50,51,6,160
100043,0,1,51,53,50,6,160
100044,0,3,51,50,53,6,160
100045,0,4,54,50,50,6,160
100046,0,1,53,50,51,6,160
100047,0,1,50,50,54,6,160
100048,0,1,54,50,50,6,160
100049,0,2,53,51,50,6,160
100050,0,3,52,52,50,6,160
100051,0,2,51,53,50,6,160
100052,0,1,52,52,50,6,160
100054,0,4,53,51,50,6,160
100055,0,2,51,51,52,6,160
100056,0,4,54,50,50,6,160
100058,0,1,54,50,50,6,160
100059,0,1,50,52,52,6,160
100060,0,1,54,50,50,6,160
100061,0,2,51,52,51,6,160
100062,0,1,54,50,50,6,160
100063,0,3,53,50,51,6,160
100064,0,2,53,50,51,6,160
100065,0,4,53,51,50,6,160
100066,0,3,51,53,50,6,160
100067,0,1,51,51,52,6,160
100068,0,3,54,50,50,6,160
100069,0,4,51,52,51,6,160
100070,0,2,51,51,52,6,160
100071,0,3,54,50,50,6,160
100072,0,2,52,52,50,6,160
100073,0,2,53,51,50,6,160
100074,0,2,54,50,50,6,160
100075,0,4,54,50,50,6,160
100076,0,1,51,53,50,6,160
100077,0,3,54,50,50,6,160
100078,0,3,51,52,51,6,160
100079,0,1,54,50,50,6,160
100080,0,3,51,51,52,6,160
100081,0,1,53,51,50,6,160
100082,0,4,54,50,50,6,160
100083,0,1,52,50,52,6,160
100084,0,2,54,50,50,6,160
100085,0,2,54,50,50,6,160
100086,0,4,54,50,50,6,160
100087,0,4,51,52,51,6,160
100088,0,4,54,50,50,6,160
100089,0,4,53,51,50,6,160
100090,0,1,54,50,50,6,160
100091,0,3,50,54,50,6,160
100092,0,3,54,50,50,6,160
100093,0,2,52,52,50,6,160
100094,0,3,50,54,50,6,160
100095,0,1,50,53,51,6,160
100096,0,4,51,50,53,6,160
100097,0,2,53,51,50,6,160
100098,0,1,54,50,50,6,160
100099,0,3,53,50,51,6,160
100100,0,1,50,54,50,6,160
100101,0,2,51,52,51,6,160
100102,0,3,54,50,50,6,160
100103,0,2,53,51,50,6,160
100105,0,3,51,53,50,6,160
100106,0,4,53,51,50,6,160
100107,0,4,52,51,51,6,160
100108,0,1,52,51,51,6,160
100109,0,2,50,52,52,6,160
100110,0,1,51,52,51,6,160
100111,0,2,52,52,50,6,160
100112,0,4,53,50,51,6,160
100113,0,1,51,52,51,6,160
100114,0,1,54,50,50,6,160
100115,0,1,54,50,50,6,160
100116,0,4,52,52,50,6,160
100117,0,3,54,50,50,6,160
100118,0,1,52,52,50,6,160
100119,1,1,90,72,58,5,225
100120,0,3,53,50,51,6,160
100121,0,3,54,50,50,6,160
100122,0,2,52,52,50,6,160
100123,0,4,51,53,50,6,160
100124,0,2,52,52,50,6,160
100125,0,3,54,50,50,6,160
100126,0,1,52,51,51,6,160
100127,0,1,52,50,52,6,160
100128,0,1,52,52,50,6,160
100129,0,3,52,52,50,6,160
100130,0,3,52,51,51,6,160
100131,0,1,54,50,50,6,160
100132,0,2,53,50,51,6,160
100133,0,4,53,51,50,6,160
100134,0,1,51,53,50,6,160
100135,0,2,50,54,50,6,160
100136,0,1,50,53,51,6,160
100137,0,4,50,53,51,6,160
100138,0,4,54,50,50,6,160
100139,1,1,78,66,76,4,224
100140,0,3,52,51,51,6,160
100141,0,3,54,50,50,6,160
100142,0,4,51,50,53,6,160
100143,0,4,53,51,50,6,160
100144,0,3,53,51,50,6,160
100145,0,3,52,52,50,6,160
100146,0,3,54,50,50,6,160
100147,0,4,52,51,51,6,160
100148,0,2,51,52,51,6,160
100149,0,4,52,52,50,6,160
100150,0,1,53,51,50,6,160
100151,0,2,54,50,50,6,160
100152,0,3,51,52,51,6,160
100153,0,1,51,53,50,6,160
100154,0,4,53,51,50,6,160
100155,0,1,54,50,50,6,160
100156,0,1,54,50,50,6,160
100157,0,2,52,52,50,6,160
100158,0,3,51,50,53,6,160
100159,0,3,52,51,51,6,160
100160,0,3,50,54,50,6,160
100161,0,2,53,51,50,6,160
100162,1,1,88,57,75,3,223
100163,0,3,54,50,50,6,160
100164,0,1,54,50,50,6,160
100165,0,1,53,51,50,6,160
100166,0,3,54,50,50,6,160
100167,0,4,52,50,52,6,160
100168,0,1,52,50,52,6,160
100169,0,4,50,53,51,6,160
100170,0,1,52,51,51,6,160
100171,0,2,52,52,50,6,160
