applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100000,1,4,78,100,97,9,284
100001,1,3,90,100,85,8,283
100002,1,2,81,94,100,7,282
100003,0,3,63,83,63,5,214
100004,0,1,100,58,51,4,213
100005,0,1,88,66,55,3,212
100006,0,1,72,79,58,2,211
100007,0,4,62,79,68,1,210
100008,0,4,68,78,63,0,209
100009,0,2,79,68,51,10,208
100010,0,4,56,83,59,9,207
100011,0,4,63,67,68,8,206
100012,0,2,76,61,61,7,205
100013,0,4,98,50,50,6,204
100014,0,2,71,60,67,5,203
100015,0,4,83,54,61,4,202
100016,0,1,94,53,51,3,201
100017,0,4,86,53,59,2,200
100018,1,1,95,99,81,6,281
100019,0,4,66,68,64,1,199
100020,0,2,64,82,52,0,198
100021,0,4,59,74,54,10,197
100022,0,1,69,65,53,9,196
100023,0,1,62,63,62,8,195
100024,0,2,82,55,50,7,194
100025,0,1,82,53,52,6,193
100026,0,4,56,74,57,5,192
100027,0,1,67,65,55,4,191
100028,0,1,68,67,52,3,190
100029,0,3,64,53,70,2,189
100030,0,2,84,53,50,1,188
100031,0,1,72,63,52,0,187
100032,0,2,60,65,51,10,186
100033,0,2,62,58,56,9,185
100034,0,2,57,69,50,8,184
100035,0,4,52,71,53,7,183
100036,0,2,62,54,60,6,182
100037,0,4,72,52,52,5,181
100038,1,1,99,86,90,5,280
100039,0,3,67,55,54,4,180
100040,0,1,60,66,50,3,179
100041,0,3,67,58,51,2,178
100042,0,3,73,53,50,1,177
100043,0,3,70,55,51,0,176
100044,0,4,54,53,58,10,175
100045,0,1,62,52,51,9,174
100046,0,4,50,65,50,8,173
100047,0,2,59,55,51,7,172
100048,0,3,59,56,50,6,171
100049,0,3,61,50,54,5,170
100050,0,1,55,56,54,4,169
100051,0,3,56,52,57,3,168
100052,0,2,62,53,50,2,167
100053,0,3,58,53,54,1,166
100054,0,3,65,50,50,0,165
100055,0,1,52,52,50,10,164
100056,0,1,54,50,50,9,163
100058,0,2,53,51,50,8,162
100059,0,4,50,54,50,7,161
100060,0,3,54,50,50,6,160
100061,0,3,52,52,50,6,160
100062,0,2,53,51,50,6,160
100063,0,4,50,50,54,6,160
100064,0,4,50,54,50,6,160
100065,0,2,53,51,50,6,160
100066,0,4,54,50,50,6,160
100067,0,4,50,53,51,6,160
100068,0,4,51,52,51,6,160
100069,0,3,54,50,50,6,160
100071,0,4,51,51,52,6,160
100072,0,3,52,50,52,6,160
100073,0,3,52,51,51,6,160
100074,0,3,52,50,52,6,160
100075,0,2,54,50,50,6,160
100076,0,3,52,52,50,6,160
100077,0,4,54,50,50,6,160
100078,0,4,50,50,54,6,160
100079,0,2,53,51,50,6,160
100080,0,2,51,53,50,6,160
100081,0,2,54,50,50,6,160
100082,0,3,53,50,51,6,160
100083,0,4,50,54,50,6,160
100084,1,1,100,75,100,4,279
100085,0,3,52,50,52,6,160
100086,0,2,54,50,50,6,160
100087,0,2,54,50,50,6,160
100088,0,3,54,50,50,6,160
100089,0,2,54,50,50,6,160
100090,0,2,52,50,52,6,160
100091,0,2,52,52,50,6,160
100092,0,1,54,50,50,6,160
100093,0,4,54,50,50,6,160
100094,0,2,52,52,50,6,160
100095,0,3,53,50,51,6,160
100096,0,2,53,51,50,6,160
100097,0,4,50,54,50,6,160
100098,0,3,53,50,51,6,160
100099,0,1,52,52,50,6,160
100100,0,4,50,53,51,6,160
100101,0,3,54,50,50,6,160
100102,0,4,54,50,50,6,160
100103,0,1,51,53,50,6,160
100104,0,2,53,50,51,6,160
100105,0,4,50,50,54,6,160
100106,0,1,54,50,50,6,160
100107,0,3,53,50,51,6,160
100108,0,4,51,52,51,6,160
100109,0,3,52,50,52,6,160
100110,0,3,51,51,52,6,160
100111,0,3,51,50,53,6,160
100112,0,1,53,51,50,6,160
100113,0,2,54,50,50,6,160
