applicant_id,consent,priority,physics_ikt,russian,math,achievements,total
100077,1,1,56,92,61,7,216
100078,1,1,85,73,51,6,215
100079,0,1,63,79,56,6,204
100080,1,1,100,59,50,5,214
100081,0,1,80,58,60,5,203
100082,1,1,88,60,61,4,213
100083,0,1,76,70,52,4,202
100084,1,1,84,58,67,3,212
100085,0,1,69,76,53,3,201
100086,1,2,76,66,67,10,219
100087,0,2,72,61,65,2,200
100088,0,2,73,64,61,1,199
100089,0,2,56,80,62,0,198
100090,0,2,56,77,54,10,197
100091,0,2,82,53,52,9,196
100092,0,2,68,62,57,8,195
100093,0,2,66,71,50,7,194
100094,0,1,54,78,55,6,193
100095,0,1,87,50,50,5,192
100096,0,2,74,57,56,4,191
100097,0,2,55,55,77,3,190
100098,0,1,52,85,50,2,189
100099,0,1,86,51,50,1,188
100100,0,2,86,51,50,0,187
100101,1,1,79,77,53,2,211
100102,0,2,72,51,53,10,186
100103,1,1,96,51,62,1,210
100104,0,2,76,50,50,9,185
100105,0,2,58,67,51,8,184
100106,0,1,73,52,51,7,183
100107,0,1,76,50,50,6,182
100108,0,2,52,71,53,5,181
100109,0,2,68,53,55,4,180
100163,1,1,64,94,51,0,209
100164,0,2,58,58,60,3,179
100165,1,1,58,82,58,10,208
100166,1,1,67,60,71,9,207
100167,0,2,73,51,52,2,178
100168,0,2,75,50,51,1,177
100169,0,2,74,51,51,0,176
100170,0,1,63,52,50,10,175
100171,1,1,65,78,55,8,206
100172,1,1,74,67,57,7,205
100173,1,3,61,72,76,9,218
100174,0,3,63,51,51,9,174
100175,0,2,57,54,54,8,173
100176,0,2,52,61,52,7,172
100177,0,3,63,51,51,6,171
100178,0,2,52,61,52,5,170
100179,1,4,90,61,58,8,217
